,Company,Test R2,Test MSE
0,KUAS,0.9940156004907024,8.359504297567357
0,LABA,0.9925211367881631,112.25355547086488
0,LION,0.9979093316505475,275.3139752126054
0,MARK,0.9940138876811456,497.16661572282504
0,MDRN,0.99941782465875,35.349044865317445
0,MFMI,0.9879477887106919,727.1526158510892
0,MHKI,0.4507421750699506,3650.4473274216034
0,MLIA,0.998180220699962,32.899968876212014
0,MUTU,0.944626317343009,52.192745707572804
0,NTBK,0.9434453558563898,6.193412627064862
0,PADA,0.9837513537366033,45.806452837080094
0,PIPA,0.9857444837869387,7.1064714119412775
0,PTMP,0.9560151434311495,117.84914772249164
0,SCCO,0.9991667534332296,10744.155800822247
0,SINI,0.9897286831250762,2982.2293311332005
0,SKRN,0.9929204745975128,240.24381629113975
0,SMIL,0.846190884955032,45.428552880951166
0,SOSS,0.9320583931497252,976.7185213278344
0,SPTO,0.9954581580924069,205.04395914889696
0,TIRA,0.9908201713718029,66.03398361956988
0,TOTO,0.999088918883879,28.371630357480417
0,TRIL,0.9973271857993735,123.54765151145723
0,UNTR,0.7334149875674576,30273363.665166978
0,VISI,0.9771070027045156,124.5790109359124
0,VOKS,0.9962939928840865,29.899683934078663
0,WIDI,0.9864262183478634,49.423427156366856
0,ZBRA,0.9982796297127849,72.35103492500653
0,ACST,0.9984783143724484,791.8409896919778
0,ADHI,0.9980756538485893,987.8391263141081
0,ARKO,0.9698243617843983,678.485609525389
0,ASLI,0.814670478870689,1.0380463661281278
0,BALI,0.9916594786061316,1141.3507840947136
0,BDKR,0.9895784022254063,138.57434567414768
0,BREN,0.9652867562528552,111511.25644486681
